wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0006357,regulation of transcription by RNA polymerase II,"Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0030154,cell differentiation,"The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0043401,steroid hormone mediated signaling pathway,A series of molecular signals mediated by a steroid hormone binding to a receptor.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0046872,metal ion binding,Interacting selectively and non-covalently with any metal ion.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00003616,nhr-17,C02B4.2,"nhr-17 encodes a member of the superfamily of nuclear receptors,  which is one of the most abundant class of transcriptional regulators; nuclear receptors  have a well conserved DNA binding domain and a less conserved C-terminal ligand  binding domain. ",Is predicted to have RNA polymerase II regulatory region  sequence-specific DNA binding activity and nuclear receptor activity. Is expressed  in tail. ,Nuclear Hormone Receptor family ,GO:0048856,anatomical structure development,"The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00003623,nhr-25,F11C1.6a,"nhr-25 encodes a nuclear hormone receptor orthologous to Drosophila  Ftz-F1; NHR-25 is required for embryogenesis, molting, vulval and gonadal development,  and hypodermal expression of acn-1; nhr-25 is expressed in gonads and loaded into  embryos as a maternal transcript; nhr-25 is zygotically expressed in progeny of  the E cell, and then in hypodermis and gut; the role of NHR-25 in molting may be  evolutionarily conserved between nematodes and arthopods. ","Is an ortholog of human NR5A1 (nuclear receptor subfamily  5 group A member 1) and NR5A2 (nuclear receptor subfamily 5 group A member 2). Exhibits  armadillo repeat domain binding activity. Is involved in molting cycle and positive  regulation of transcription by RNA polymerase II. Localizes to the nucleus. Is expressed  in several structures, including excretory system; gonad; hypodermal cell; tail;  and vulval precursor cell. Human ortholog(s) of this gene are implicated in 46 XY  gonadal dysgenesis; premature ovarian failure; and spermatogenic failure 8. ",Nuclear Hormone Receptor family ,GO:0000976,transcription regulatory region sequence-specific DNA binding,"Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00003623,nhr-25,F11C1.6a,"nhr-25 encodes a nuclear hormone receptor orthologous to Drosophila  Ftz-F1; NHR-25 is required for embryogenesis, molting, vulval and gonadal development,  and hypodermal expression of acn-1; nhr-25 is expressed in gonads and loaded into  embryos as a maternal transcript; nhr-25 is zygotically expressed in progeny of  the E cell, and then in hypodermis and gut; the role of NHR-25 in molting may be  evolutionarily conserved between nematodes and arthopods. ","Is an ortholog of human NR5A1 (nuclear receptor subfamily  5 group A member 1) and NR5A2 (nuclear receptor subfamily 5 group A member 2). Exhibits  armadillo repeat domain binding activity. Is involved in molting cycle and positive  regulation of transcription by RNA polymerase II. Localizes to the nucleus. Is expressed  in several structures, including excretory system; gonad; hypodermal cell; tail;  and vulval precursor cell. Human ortholog(s) of this gene are implicated in 46 XY  gonadal dysgenesis; premature ovarian failure; and spermatogenic failure 8. ",Nuclear Hormone Receptor family ,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,TRUE,FALSE,TRUE,FALSE,NA
WBGene00003623,nhr-25,F11C1.6a,"nhr-25 encodes a nuclear hormone receptor orthologous to Drosophila  Ftz-F1; NHR-25 is required for embryogenesis, molting, vulval and gonadal development,  and hypodermal expression of acn-1; nhr-25 is expressed in gonads and loaded into  embryos as a maternal transcript; nhr-25 is zygotically expressed in progeny of  the E cell, and then in hypodermis and gut; the role of NHR-25 in molting may be  evolutionarily conserved between nematodes and arthopods. ","Is an ortholog of human NR5A1 (nuclear receptor subfamily  5 group A member 1) and NR5A2 (nuclear receptor subfamily 5 group A member 2). Exhibits  armadillo repeat domain binding activity. Is involved in molting cycle and positive  regulation of transcription by RNA polymerase II. Localizes to the nucleus. Is expressed  in several structures, including excretory system; gonad; hypodermal cell; tail;  and vulval precursor cell. Human ortholog(s) of this gene are implicated in 46 XY  gonadal dysgenesis; premature ovarian failure; and spermatogenic failure 8. ",Nuclear Hormone Receptor family ,GO:0003682,chromatin binding,"Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00003623,nhr-25,F11C1.6a,"nhr-25 encodes a nuclear hormone receptor orthologous to Drosophila  Ftz-F1; NHR-25 is required for embryogenesis, molting, vulval and gonadal development,  and hypodermal expression of acn-1; nhr-25 is expressed in gonads and loaded into  embryos as a maternal transcript; nhr-25 is zygotically expressed in progeny of  the E cell, and then in hypodermis and gut; the role of NHR-25 in molting may be  evolutionarily conserved between nematodes and arthopods. ","Is an ortholog of human NR5A1 (nuclear receptor subfamily  5 group A member 1) and NR5A2 (nuclear receptor subfamily 5 group A member 2). Exhibits  armadillo repeat domain binding activity. Is involved in molting cycle and positive  regulation of transcription by RNA polymerase II. Localizes to the nucleus. Is expressed  in several structures, including excretory system; gonad; hypodermal cell; tail;  and vulval precursor cell. Human ortholog(s) of this gene are implicated in 46 XY  gonadal dysgenesis; premature ovarian failure; and spermatogenic failure 8. ",Nuclear Hormone Receptor family ,GO:0003700,DNA-binding transcription factor activity,"A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",TRUE,FALSE,TRUE,FALSE,NA
